CODE2,CODE1,CODEBASE,AREA_SUM,L01_SUM,L0101,L0102,L0103,L0104,L02_SUM,L0201,L0202,L0203,L0204,L0205,L0206,L0207,L03_SUM,L0301,L0302,L0303,L0304,L0305,L0306,L04_SUM,L0401,L0402,L0403,L0404,L0405,L0406,L05_SUM,L0501,L0502,L0503,L0504,L0505,L0506,L0507,L0508,L06_SUM,L0601,L0602,L0603,L0604,L0605,L0606,L07_SUM,L0701,L0702,L0703,L08_SUM,L0801,L0802,L0803,L09_SUM,L0901,L0902,L0903,L0904,L0905,INFO_TIME
二級發布區代碼,一級發布區代碼,最小統計區代碼,土地面積總數,農業利用土地總數,農作使用,水產養殖,畜牧,農業相關設施,森林利用土地總數,針葉林,闊葉林,竹林,混淆林,灌木林,待成林地,其他森林利用土地,交通利用土地總數,機場,一般鐵路及相關設施,高速鐵路及相關設施,捷運及相關設施,道路及相關設施,港口,水利利用土地總數,河道及溝渠,蓄水設施,水道沙洲灘地,水利構造物,防汛道路,海面,建築利用土地總數,商業,純住宅,混合使用住宅,製造業,倉儲,宗教,殯葬設施,其他建築用地,公共利用土地總數,政府機關,學校,醫療保健,社會福利設施,公用設備,環保設施,遊憩利用土地總數,文化設施,公園綠地廣場,休閒設施,鹽礦利用土地總數,礦業及相關設施,土石及相關設施,鹽業及相關設施,其他利用土地總數,溼地,草生地,裸露地,營建剩餘土石收容處理相關設施,空置地,資料時間
A1014-08,A1014-08-005,A1014-0036-00,2646233.204,807653.313,806990.965,,,662.348,1645534.418,2976.789,1260963.002,171383.293,210211.334,,,,50977.401,,1.996,,,50975.405,,55841.622,55078.382,702.33,,60.91,,,21512.688,,19313.882,,,76.958,193.11,1803.111,125.627,38.324,,,,,,38.324,5564.852,,282.618,5282.234,,,,,59110.586,,39853.195,17872.941,,1384.45,"111Y"
A1014-02,A1014-02-005,A1014-0037-00,401975.31,330415.058,265436.28,,21328.858,43649.92,11636.042,,11344.262,291.78,,,,,19500.945,,,,,19500.945,,6475.133,6389.938,85.195,,,,,28291.375,,22266.88,,1097.321,478.99,4275.827,,172.357,322.532,,,,322.532,,,,,,,,,,,5334.225,,,,,5334.225,"111Y"
A1014-01,A1014-01-006,A1014-0038-00,66432.778,32964.083,31408.246,,347.187,1208.65,9501.338,,6628.973,2872.365,,,,,6863.225,,,,,6863.225,,8263.071,8263.071,,,,,,5915.866,,5209.523,,,515.75,,,190.593,,,,,,,,,,,,,,,,2925.195,,,,,2925.195,"111Y"
A1014-01,A1014-01-006,A1014-0039-00,250046.877,179102.039,177750.597,,0.439,1351.003,41631.97,,26106.83,15525.14,,,,,16478.462,,,,,16478.462,,6856.676,6771.694,,,84.982,,,5843.349,,5820.631,,,,,,22.718,55.938,,,,,55.938,,,,,,,,,,78.443,,,,,78.443,"111Y"
A1014-02,A1014-02-005,A1014-0040-00,32149.241,24451.342,23184.839,,53.928,1212.575,,,,,,,,,3236.284,,,,,3236.284,,,,,,,,,4366.12,0.399,3605.343,342.992,,417.386,,,,,,,,,,,,,,,,,,,95.495,,,,,95.495,"111Y"
A1014-03,A1014-03-002,A1014-0041-00,253391.712,218484.109,216401.492,,,2082.617,12226.984,,6697.22,5529.764,,,,,13840.612,,,,,13840.612,,545.567,,545.567,,,,,7413.986,,6985.825,,,253.115,33.395,141.651,,,,,,,,,,,,,,,,,880.454,,,,,880.454,"111Y"
A1014-02,A1014-02-007,A1014-0042-00,858988.536,596005.179,578936.353,,,17068.826,112576.634,,94133.087,18443.547,,,,,50139.445,,,,,50139.445,,23069.541,22265.349,804.192,,,,,62077.035,1497.183,49755.397,2604.75,,2327.113,4679.517,342.167,870.908,6372.789,,5785.999,,499.131,,87.659,224.103,,224.103,,,,,,8523.81,,1292.144,,,7231.666,"111Y"
A1014-02,A1014-02-004,A1014-0043-00,53269.481,7004.401,6023.242,,,981.159,6084.308,,5268.892,815.416,,,,,1634.547,,,,,1634.547,,19255.432,19255.432,,,,,,4715.665,1851.208,2773.175,,,91.282,,,,,,,,,,,,,,,,,,,14575.128,,13440.482,,,1134.646,"111Y"
A1014-01,A1014-01-008,A1014-0044-00,391831.67,306927.91,292172.243,,50.419,14705.248,9523.748,,4745.556,4778.192,,,,,14324.62,,,,,14324.62,,30560.757,26485.36,106.176,,,3969.221,,24287,925.006,19671.426,,,918.497,1839.7,52.23,880.141,1807.864,,,,1380.104,353.136,74.624,1714.466,,1714.466,,,,,,2685.305,,,,,2685.305,"111Y"
A1014-03,A1014-03-002,A1014-0045-00,187090.916,161528.494,160571.598,,,956.896,7896.832,,1014.994,6881.838,,,,,9442.058,,,,,9442.058,,883.047,883.047,,,,,,6148.803,1292.051,4856.752,,,,,,,,,,,,,,,,,,,,,,1191.682,,,,,1191.682,"111Y"
A1014-04,A1014-04-001,A1014-0046-00,76731.151,2392.129,2392.129,,,,2911.27,,2911.27,,,,,,3659.114,,256.855,,,3402.259,,11137.263,7998.453,,,3138.81,,,1860.883,,1558.939,93.087,,208.857,,,,,,,,,,,35975.975,,35975.975,,,,,,18794.517,,17665.525,,,1128.992,"111Y"
A1014-01,A1014-01-008,A1014-0047-00,176681.737,119068.963,118033.979,,,1034.984,15023.413,9608.696,2065.051,3349.666,,,,,7791.112,,,,,7791.112,,14480.858,14480.858,,,,,,17294.168,329.661,13406.786,273.794,841.981,1537.505,,161.766,742.675,,,,,,,,,,,,,,,,3023.223,,216.288,,,2806.935,"111Y"
A1014-04,A1014-04-001,A1014-0048-00,80565.306,17794.78,17753.27,,,41.51,18665.708,,4136.303,,,,,14529.405,14923.585,,7806.207,,,7117.378,,2874.748,850.029,2024.719,,,,,9901.025,,8038.109,,,1340.377,,,522.539,4463.655,4463.655,,,,,,7050.209,,7050.209,,,,,,4891.596,,,,,4891.596,"111Y"
A1014-04,A1014-04-001,A1014-0049-00,93691.945,14277.621,14277.621,,,,,,,,,,,,5262.65,,210.054,,,5052.596,,1466.201,1466.201,,,,,,2938.338,1683.182,759.507,92.856,,402.793,,,,,,,,,,,69691.693,1304.424,68387.269,,,,,,55.442,,,,,55.442,"111Y"
A1014-02,A1014-02-008,A1014-0050-00,588079.43,420340.166,355229.377,,55.639,65055.15,23900.902,,17813.553,6087.349,,,,,16320.668,,,,,16320.668,,42649.591,38619.797,2528.567,,1501.227,,,33628.52,11906.025,17794.683,293.247,,2816.708,372.633,84.457,360.767,900.194,460.79,,,291.232,,148.172,790.06,,790.06,,,,,,49549.329,,48079.317,,,1470.012,"111Y"
A1014-01,A1014-01-007,A1014-0051-00,513511.368,411520.764,408017.782,775.445,32.83,2694.707,39755.396,,21501.398,18253.998,,,,,28989.88,,,,,28989.88,,14060.175,14060.175,,,,,,16382.432,,10691.826,,,954.311,4450.971,38.738,246.586,,,,,,,,,,,,,,,,2802.721,,,,,2802.721,"111Y"
A1014-02,A1014-02-006,A1014-0052-00,250784.996,224196.102,186538.285,,,37657.817,2034.487,,1265.197,769.29,,,,,11605.105,,,,,11605.105,,2299.072,2182.999,116.073,,,,,9983.447,,9500.981,,,367.608,,114.858,,78.46,,,,,78.46,,,,,,,,,,588.323,,,,,588.323,"111Y"
A1014-04,A1014-04-001,A1014-0053-00,163370.088,101136.726,96703.56,,,4433.166,22334.077,,18023.42,4310.657,,,,,3713.469,,103.695,,,3609.774,,16084.312,11849.127,57.167,,4178.018,,,12616.545,,6421.5,,1458.749,1763.533,2913.728,,59.035,,,,,,,,,,,,,,,,7484.959,,3982.498,,,3502.461,"111Y"
A1014-04,A1014-04-003,A1014-0054-00,28344.051,948.765,948.765,,,,,,,,,,,,4179.365,,1652.472,,,2526.893,,41.72,41.72,,,,,,15367.756,674.089,11382.32,2265.425,,842.45,,,203.472,6863.137,6252.948,,,610.189,,,,,,,,,,,943.308,,,,,943.308,"111Y"
A1014-04,A1014-04-002,A1014-0055-00,26719.828,773.3,773.3,,,,,,,,,,,,5967.018,,228.557,,,5738.461,,,,,,,,,17152.253,1092.053,13425.807,1016.963,,710.312,,,907.118,874.157,,874.157,,,,,,,,,,,,,1953.1,,,,,1953.1,"111Y"
A1014-02,A1014-02-006,A1014-0056-00,323877.508,257483.375,226116.623,,413.259,30953.493,16478.292,,13699.576,2778.716,,,,,9781.781,,,,,9781.781,,18856.016,15878.195,1971.308,,,1006.513,,6937.495,,4961.06,117.633,,220.624,,63.818,1574.36,,,,,,,,,,,,,,,,14340.549,,13212.529,,,1128.02,"111Y"
A1014-01,A1014-01-008,A1014-0057-00,508548.646,370651.569,349967.348,,8132.868,12551.353,53920.499,,32474.251,21446.248,,,,,23353.809,,,,,23353.809,,26638.644,25911.768,34.361,,692.515,,,21673.276,700.519,18354.509,,,1483.501,1063.33,40.136,31.281,,,,,,,,161.433,,161.433,,,,,,12149.416,,3418.815,,,8730.601,"111Y"
A1014-04,A1014-04-004,A1014-0058-00,130286.1,99805.617,98852.107,,,953.51,1597.977,,,,,,,1597.977,3791.84,,,,,3791.84,,,,,,,,,20634.39,278.632,11918.874,1405.14,,434.295,950.106,,5647.343,3600.612,3220.389,380.223,,,,,,,,,,,,,855.664,,,,,855.664,"111Y"
A1014-02,A1014-02-009,A1014-0059-00,664946.548,338369.924,331648.073,,356.951,6364.9,149971.64,,139855.808,10115.832,,,,,24458.335,,,,,24458.335,,79946.857,77256.189,349.751,,2340.917,,,12910.981,612.113,10651.745,,,495.619,626.117,449.876,75.511,3187.891,,,,2996.69,191.201,,89.406,,89.406,,,,,,56011.514,,51165.535,2916.046,,1929.933,"111Y"
A1014-08,A1014-08-006,A1014-0060-00,90891.029,18476.302,15325.592,,,3150.71,56437.669,,13994.598,35154.842,7288.229,,,,6712.595,,,,,6712.595,,1316.045,1316.045,,,,,,6178.565,3727.202,1462.833,708.242,,187.46,92.828,,,,,,,,,,,,,,,,,,1769.853,,1503.394,,,266.459,"111Y"
A1014-04,A1014-04-005,A1014-0061-00,33013.868,645.547,645.547,,,,,,,,,,,,196.062,,,,,196.062,,,,,,,,,110.463,,,,,,,,110.463,32061.796,45.654,32016.142,,,,,,,,,,,,,,,,,,,"111Y"
A1014-01,A1014-01-007,A1014-0062-00,229591.754,207598.233,202846.736,,,4751.497,7582.375,,4.008,7578.367,,,,,9109.263,,,,,9109.263,,378.799,,378.799,,,,,4923.084,,4826.261,,,40.431,,,56.392,,,,,,,,,,,,,,,,,,,,,,"111Y"
A1014-08,A1014-08-006,A1014-0063-00,137551.24,21598.702,21066.35,,,532.352,103755.559,,37525.23,66216.609,13.72,,,,3698.486,,,,,3698.486,,3331.51,3331.51,,,,,,5166.983,167.036,3832.746,964.708,,,,,202.493,,,,,,,,,,,,,,,,,,,,,,"111Y"
A1014-02,A1014-02-010,A1014-0064-00,528806.032,380363.732,357560.917,,159.46,22643.355,27091.474,,14263.775,7327.71,5499.989,,,,14411.132,,,,,14411.132,,34432.173,34031.905,400.268,,,,,29662.75,6818.064,21162.612,,,678.958,525.289,110.822,367.005,,,,,,,,,,,,,,,,42844.771,,40719.153,,,2125.618,"111Y"
A1014-01,A1014-01-007,A1014-0065-00,112383.983,77501.215,74990.764,,,2510.451,3745.729,,,3745.729,,,,,9977.371,,,,,9977.371,,1915.602,1915.602,,,,,,18788.024,,14713.975,,1435.462,56.183,2108.555,164.144,309.705,344.164,,,,,344.164,,,,,,,,,,111.878,,,,,111.878,"111Y"
A1014-01,A1014-01-007,A1014-0066-00,289835.254,227832.845,222283.771,,,5549.074,42209.299,,24606.362,17602.937,,,,,9587.285,,,,,9587.285,,5975.172,5975.172,,,,,,4230.653,,3334.915,,,551.012,,,344.726,,,,,,,,,,,,,,,,,,,,,,"111Y"
A1014-04,A1014-04-003,A1014-0067-00,6047.832,,,,,,,,,,,,,,,,,,,,,,,,,,,,6047.832,235.814,2728.881,3016.233,,66.904,,,,,,,,,,,,,,,,,,,,,,,,,"111Y"
A1014-01,A1014-01-009,A1014-0068-00,153064.537,63110.217,58091.371,,77.992,4940.854,31606.494,,23370.139,7768.918,467.437,,,,14294.82,,,,,14294.82,,2282.816,2282.816,,,,,,40561.259,,17545.419,,,1466.872,849.084,19907.244,792.64,,,,,,,,1029.689,,1029.689,,,,,,179.242,,,,,179.242,"111Y"
A1014-02,A1014-02-010,A1014-0069-00,34787.208,15833.161,13973.208,,,1859.953,9149.483,,9149.483,,,,,,2175.802,,,,,2175.802,,38.25,38.25,,,,,,7472.243,988.791,6282.76,,,200.692,,,,,,,,,,,,,,,,,,,118.269,,,,,118.269,"111Y"
A1014-03,A1014-03-003,A1014-0070-00,27448.548,1501.788,1467.254,,,34.534,,,,,,,,,7473.641,,1346.509,,,6127.132,,,,,,,,,15271.186,1427.006,9825.261,2503.992,,1244.328,,,270.599,,,,,,,,199.286,,,199.286,,,,,3002.647,,,,,3002.647,"111Y"
A1014-02,A1014-02-011,A1014-0071-00,34476.703,23847.516,23342.846,,202.851,301.819,,,,,,,,,3606.513,,,,,3606.513,,,,,,,,,6966.599,,5202.602,664.366,,1099.631,,,,,,,,,,,,,,,,,,,56.075,,,,,56.075,"111Y"
A1014-03,A1014-03-002,A1014-0072-00,204499.735,143865.666,140356.406,,,3509.26,48351.488,,31450.913,8030.652,8869.923,,,,6988.537,,,,,6988.537,,375.986,375.986,,,,,,3668.834,,3147.355,,88.23,,327.43,,105.819,,,,,,,,,,,,,,,,1249.224,,,,,1249.224,"111Y"
A1014-03,A1014-03-002,A1014-0073-00,483843.036,356246.447,354155.33,,,2091.117,88085.783,,59684.977,28400.806,,,,,15302.483,,,,,15302.483,,6511.986,6291.367,,,220.619,,,9455.739,,8312.117,,,998.808,,144.814,,,,,,,,,,,,,,,,,8240.598,,3860.843,,,4379.755,"111Y"
A1014-03,A1014-03-004,A1014-0074-00,12321.657,,,,,,,,,,,,,,144.207,,,,,144.207,,,,,,,,,10097.742,837.222,6184.041,3076.479,,,,,,2079.708,,2020.396,,,,59.312,,,,,,,,,,,,,,,"111Y"
A1014-03,A1014-03-005,A1014-0075-00,272495.685,95543.382,94390.712,,,1152.67,59803.098,,47274.142,12528.956,,,,,24500.124,,,,,24500.124,,39660.702,33582.225,3694.149,,2384.328,,,37367.498,2793.365,13820.889,2750.936,12695.505,4104.019,511.242,,691.542,,,,,,,,,,,,,,,,15620.881,,5214.761,,,10406.12,"111Y"
A1014-04,A1014-04-006,A1014-0076-00,39252.833,1232.339,1232.339,,,,,,,,,,,,651.91,,,,,651.91,,,,,,,,,466.111,,105.86,,,360.251,,,,36902.473,,36902.473,,,,,,,,,,,,,,,,,,,"111Y"
A1014-04,A1014-04-007,A1014-0077-00,17185.457,2056.047,2056.047,,,,,,,,,,,,582.121,,,,,582.121,,,,,,,,,12864.387,1414.73,3055.828,6968.016,,884.717,46.311,,494.785,176.577,,,176.577,,,,120.385,,,120.385,,,,,1385.94,,,,,1385.94,"111Y"
A1014-01,A1014-01-009,A1014-0078-00,110709.756,28067.78,27720.525,,,347.255,62777.812,,43986.582,18791.23,,,,,8983.901,,,,,8983.901,,200.484,200.484,,,,,,9250.503,552.702,7588.268,139.234,,663.922,,,306.377,585.495,,,,,585.495,,,,,,,,,,843.781,,,,,843.781,"111Y"
A1014-03,A1014-03-006,A1014-0079-00,4059.53,,,,,,,,,,,,,,228.392,,,,,228.392,,,,,,,,,3831.138,588.072,1095.418,2147.648,,,,,,,,,,,,,,,,,,,,,,,,,,,"111Y"
A1014-02,A1014-02-010,A1014-0080-00,431120.117,245231.937,241092.483,,358.39,3781.064,61296.292,,38226.531,23069.761,,,,,12420.066,,,,,12420.066,,34297.01,32536.765,336.076,,1424.169,,,15479.794,390.351,9896.317,196.542,288.413,4446.928,172.97,88.273,,,,,,,,,,,,,,,,,62395.018,,59544.18,,,2850.838,"111Y"
A1014-04,A1014-04-008,A1014-0081-00,120936.198,80937.752,80423.099,,,514.653,2753.26,,2753.26,,,,,,1143.206,,,,,1143.206,,,,,,,,,32192.419,3396.599,24542.599,1955.128,,1810.884,1.081,,486.128,625.752,,625.752,,,,,3.991,,3.991,,,,,,3279.818,,,,,3279.818,"111Y"
A1014-08,A1014-08-003,A1014-0082-00,828329.517,576541.035,563071.286,,92.621,13377.128,136867.824,,106857.442,20459.508,9550.874,,,,39134.597,,,,,39134.597,,40634.746,38374.915,71.138,,2188.693,,,22771.463,771.938,13313.391,,,1390.655,524.039,6256.252,515.188,656.194,,,,656.194,,,,,,,,,,,11723.658,,10241.154,,,1482.504,"111Y"
A1014-03,A1014-03-006,A1014-0083-00,8267.955,,,,,,,,,,,,,,2425.696,,195.196,,,2230.5,,,,,,,,,5607.027,634.962,1992.777,2296.546,,682.742,,,,,,,,,,,,,,,,,,,235.232,,,,,235.232,"111Y"
A1014-01,A1014-01-007,A1014-0084-00,132327.02,104621.451,104244.927,,102.233,274.291,13328.984,,14.659,13314.325,,,,,3808.278,,,,,3808.278,,7145.932,6769.867,376.065,,,,,3422.375,,3422.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,"111Y"
A1014-02,A1014-02-012,A1014-0085-00,9735.736,2522.728,2522.728,,,,,,,,,,,,1583.481,,,,,1583.481,,10.77,,,,10.77,,,5466.514,,3972.689,1006.428,,487.397,,,,,,,,,,,,,,,,,,,152.243,,,,,152.243,"111Y"
A1014-08,A1014-08-004,A1014-0086-00,1201719.902,396247.933,391515.615,,113.221,4619.097,727831.395,,677124.928,50706.467,,,,,47449.369,,,,,47449.369,,12175.527,11561.481,,,614.046,,,15568.338,853.525,11650.891,916.333,,456.625,898.205,,792.759,,,,,,,,,,,,,,,,2447.34,,,783.346,,1663.994,"111Y"
A1014-07,A1014-07-001,A1014-0087-00,139525.925,92972.89,89878.372,,110.917,2983.601,22123.507,,21470.272,653.235,,,,,8007.52,,,,,8007.52,,43.761,,43.761,,,,,14763.832,,13739.624,,,886.09,36.033,,102.085,,,,,,,,,,,,,,,,1614.415,,,,,1614.415,"111Y"
A1014-03,A1014-03-007,A1014-0088-00,26891.605,8005.361,8005.361,,,,,,,,,,,,5532.233,,181.956,,,5350.277,,81.536,81.536,,,,,,10827.688,2559.453,4494.598,3621.888,,151.749,,,,,,,,,,,,,,,,,,,2444.787,,,,,2444.787,"111Y"
A1014-04,A1014-04-009,A1014-0089-00,29610.206,23050.151,16309.069,,3052.841,3688.241,,,,,,,,,,,,,,,,2511.841,1826.245,685.596,,,,,3539.142,486.327,1885.127,,195.689,971.999,,,,,,,,,,,,,,,,,,,509.072,,,,,509.072,"111Y"
A1014-04,A1014-04-009,A1014-0090-00,287213.583,240891.348,236358.101,,,4533.247,21872.384,,7943.327,13929.057,,,,,3382.146,,,,,3382.146,,7415.473,7415.473,,,,,,11601.963,3985.913,6070.803,,443.879,1101.368,,,,,,,,,,,,,,,,,,,2050.269,,,,,2050.269,"111Y"
A1014-03,A1014-03-008,A1014-0091-00,91952.947,62376.297,55503.958,,,6872.339,,,,,,,,,8980.665,,1687.567,,,7293.098,,126.667,,126.667,,,,,16744.555,229.731,15129.461,746.455,,638.908,,,,2106.143,,2106.143,,,,,,,,,,,,,1618.62,,,,,1618.62,"111Y"
A1014-01,A1014-01-009,A1014-0092-00,130828.18,54026.353,53809.434,,40.224,176.695,67475.228,,49710.172,17765.056,,,,,5474.987,,,,,5474.987,,,,,,,,,3851.612,,3851.612,,,,,,,,,,,,,,,,,,,,,,,,,,,,"111Y"
A1014-04,A1014-04-010,A1014-0093-00,9666.648,701.918,701.918,,,,24.219,,24.219,,,,,,1297.689,,,,,1297.689,,,,,,,,,5725.617,558.938,3331.245,785.756,,861.212,188.466,,,,,,,,,,408.151,,408.151,,,,,,1509.054,,,,,1509.054,"111Y"
A1014-04,A1014-04-012,A1014-0094-00,11941.878,384.067,213.777,,,170.29,,,,,,,,,2232.574,,,,,2232.574,,,,,,,,,6582.32,,1462.689,2343.158,,1011.467,1765.006,,,964.574,,,,964.574,,,0.039,,0.039,,,,,,1778.304,,,,,1778.304,"111Y"
A1014-07,A1014-07-002,A1014-0095-00,251477.346,194115.141,181003.647,,385.023,12726.471,,,,,,,,,16441.806,,,,,16441.806,,297.734,,297.734,,,,,37521.311,3989.557,26588.573,1109.011,1510.716,1960.876,1919.507,,443.071,320.906,,,,320.906,,,292.945,,292.945,,,,,,2487.503,,,,,2487.503,"111Y"
A1014-07,A1014-07-004,A1014-0096-00,442573.455,373131.278,336400.632,,1498.53,35232.116,2563.142,,766.039,1797.103,,,,,25440.761,,,,,25440.761,,15475.284,13470.343,2004.941,,,,,23675.178,804.083,19951.555,,807.71,604.108,1507.722,,,,,,,,,,,,,,,,,,2287.812,,,,,2287.812,"111Y"
A1014-01,A1014-01-010,A1014-0097-00,738490.822,452049.365,409471.366,,5549.883,37028.116,245053.536,,137475.446,45389.164,62188.926,,,,25454.386,,,,,25454.386,,6119.027,5543.81,575.217,,,,,6289.39,,3399.568,,,139.746,,2750.076,,549.911,,,,,549.911,,,,,,,,,,2975.207,,,,,2975.207,"111Y"
A1014-07,A1014-07-003,A1014-0098-00,373324.768,294175.402,284263.278,,599.847,9312.277,10747.183,,2443.795,8303.388,,,,,23605.619,,,,,23605.619,,8352.136,8147.361,204.775,,,,,29526.285,,22524.09,122.343,,1885.971,4807.067,141.079,45.735,6329.229,,6195.85,,109.958,,23.421,,,,,,,,,588.914,,,,,588.914,"111Y"
A1014-03,A1014-03-009,A1014-0099-00,1035588.125,717698.841,698257.139,,1279.438,18162.264,178110.546,,98431.105,67389.682,12289.759,,,,42619.692,,,,,42619.692,,8876.601,8592.994,283.607,,,,,84361.38,1656.872,44341.079,,2352.842,1880.624,5556.831,28168.019,405.113,601.758,,,,,601.758,,,,,,,,,,3319.307,,,,,3319.307,"111Y"
A1014-04,A1014-04-011,A1014-0100-00,28716.867,11295.538,11232.903,,,62.635,86.432,,,86.432,,,,,,,,,,,,3141.227,3141.227,,,,,,13449.599,80.075,8987.742,222.625,2510.33,1441.478,,,207.349,,,,,,,,,,,,,,,,744.071,,,,,744.071,"111Y"
A1014-04,A1014-04-010,A1014-0101-00,56968.054,27477.131,25819.41,,,1657.721,,,,,,,,,,,,,,,,,,,,,,,26562.118,,22253.141,1128.978,693.461,1153.429,212.246,,1120.863,,,,,,,,132.013,,132.013,,,,,,2796.792,,,,,2796.792,"111Y"
A1014-03,A1014-03-010,A1014-0102-00,41656.354,16522.296,16430.021,,,92.275,,,,,,,,,8342.706,,1337.793,,,7004.913,,,,,,,,,14513.374,968.319,10385.893,1536.471,371.516,1251.175,,,,1225.396,,,,,1225.396,,,,,,,,,,1052.582,,,,,1052.582,"111Y"
A1014-07,A1014-07-005,A1014-0103-00,163555.196,107407.587,103294.625,,,4112.962,17189.565,,12360.61,4828.955,,,,,7741.942,,,,,7741.942,,3800.812,3468.135,332.677,,,,,26364.663,,11619.069,,,389.076,412.005,13823.615,120.898,,,,,,,,,,,,,,,,1050.627,,,,,1050.627,"111Y"
A1014-03,A1014-03-002,A1014-0104-00,278002.671,134608.325,131169.655,,176.653,3262.017,44353.405,,24499.607,19853.798,,,,,13591.788,,,,,13591.788,,31048.245,29365.245,258.049,,1424.951,,,30662.136,,25425.725,717.283,,3222.322,308.312,903.155,85.339,,,,,,,,,,,,,,,,23738.772,,15807.654,1595.422,,6335.696,"111Y"
A1014-06,A1014-06-001,A1014-0105-00,112512.052,63200.012,62517.28,,,682.732,173.02,,173.02,,,,,,10708.88,,,,,10708.88,,10345.425,9200.65,,,1144.775,,,14727.405,912.88,7671.674,1326.806,3505.045,774.512,114.433,,422.055,,,,,,,,,,,,,,,,13357.31,,8781.645,,,4575.665,"111Y"
A1014-03,A1014-03-011,A1014-0106-00,80458.114,69501.531,66781.248,,,2720.283,501.735,,501.735,,,,,,5042.664,,60.874,,,4981.79,,,,,,,,,3193.244,2129.172,720.465,,,224.595,,,119.012,1892.847,,,,,,1892.847,,,,,,,,,326.093,,,,,326.093,"111Y"
A1014-04,A1014-04-012,A1014-0107-00,128560.946,51643.026,51595.656,,22.873,24.497,5204.421,,3081.729,2122.692,,,,,7133.649,,,,,7133.649,,,,,,,,,29152.549,6935.073,9660.248,3672.168,285.491,4167.471,624.749,,3807.349,2116.505,986.239,,,,1130.266,,,,,,,,,,33310.796,,,,,33310.796,"111Y"
A1014-08,A1014-08-005,A1014-0108-00,10544218.98,566285.223,563587.515,,53.792,2643.916,9353673.541,233031.001,2301642.697,5257407.952,1561591.891,,,,130071.512,,37571.493,,,92500.019,,84944.332,84495.762,218.433,,230.137,,,33250.134,4229.07,25767.442,,,920.686,930.042,,1402.894,5656.443,5641.365,,,,,15.078,6790.309,450.98,6339.329,,,,,,363547.485,,310705.845,46164.482,,6677.158,"111Y"
A1014-07,A1014-07-006,A1014-0109-00,103691.692,90372.408,87489.137,,84.31,2798.961,2621.42,,,2621.42,,,,,3388.045,,,,,3388.045,,2885.224,2841.571,43.653,,,,,4363.546,,3688.046,675.5,,,,,,,,,,,,,,,,,,,,,61.049,,,,,61.049,"111Y"
A1014-05,A1014-05-001,A1014-0110-00,819121.939,403041.699,393198.375,,3862.868,5980.456,290650.49,,122876.617,93340.055,74433.818,,,,54446.432,,,,,54446.432,,24277.366,22527.432,1749.934,,,,,25391.272,602.405,20902.612,144.392,75.557,688.154,1170.437,843.74,963.975,7404.417,,6451.954,,,952.463,,7675.907,,,7675.907,,,,,6234.356,,,,,6234.356,"111Y"
A1014-06,A1014-06-002,A1014-0111-00,148606.925,101072.618,88971.428,,11770.906,330.284,4873.302,,4438.036,435.266,,,,,11034.242,,,,,11034.242,,3711.602,3696.287,,,15.315,,,21944.568,,5344.173,77.604,4605.89,4506.684,23.237,,7386.98,211.43,,,,,211.43,,,,,,,,,,5759.163,,,,,5759.163,"111Y"
A1014-07,A1014-07-008,A1014-0112-00,477084.159,302786.171,281000.092,,85.737,21700.342,33175.467,,29410.806,3764.661,,,,,32829.243,,,,,32829.243,,44685.058,42862.787,208.783,,1613.488,,,19139.04,,16347.398,,,384.388,,,2407.254,26011.986,,,,,25511.17,500.816,1953.925,156.165,1797.76,,,,,,16503.269,,9845.82,,,6657.449,"111Y"
A1014-05,A1014-05-003,A1014-0113-00,164387.353,106380.741,101380.952,,123.552,4876.237,4028.027,,2492.772,1535.255,,,,,17125.873,,170.466,,,16955.407,,7104.715,4377.735,,,2726.98,,,23461.236,,916.211,,20273.739,2271.286,,,,,,,,,,,,,,,,,,,6286.761,,3877.504,,,2409.257,"111Y"
A1014-03,A1014-03-011,A1014-0114-00,205349.246,143154.459,129779.442,,,13375.017,1613.771,,1364.507,249.264,,,,,21997.412,,5000.165,,,16997.247,,4322.4,4322.4,,,,,,28194.65,8263.517,14295.18,1304.063,,3497.782,97.3,504.598,232.21,,,,,,,,,,,,,,,,6066.554,,,,,6066.554,"111Y"
A1014-07,A1014-07-004,A1014-0115-00,235379.819,210023.827,206998.634,,79.625,2945.568,11643.076,,3767.756,7875.32,,,,,5394.598,,,,,5394.598,,3329.9,3279.958,49.942,,,,,4967.155,3344.959,1313.102,,,309.094,,,,,,,,,,,,,,,,,,,21.263,,,,,21.263,"111Y"
A1014-07,A1014-07-006,A1014-0116-00,2101598.518,1600191.477,1554707.745,,821.112,44662.62,319481.878,,222633.766,96848.112,,,,,69101.88,,,,,69101.88,,28151.421,25415.262,2736.159,,,,,43343.946,342.034,38262.644,,,2505.894,876.577,746.686,610.111,1791.545,1171.997,,,,589.405,30.143,37.817,,37.817,,,,,,39498.554,,32389.63,3567.476,,3541.448,"111Y"
A1014-07,A1014-07-007,A1014-0117-00,480710.642,390885.211,380320.034,,,10565.177,30850.885,,12125.912,18724.973,,,,,21869.987,,,,,21869.987,,9156.389,8991.278,165.111,,,,,14569.028,192.499,13520.895,,,243.265,132.235,80.132,400.002,309.036,,,,309.036,,,3822.335,3822.335,,,,,,,9247.771,,7282.521,,,1965.25,"111Y"
