"Mode","API","Attribute","type","title","description","format"
"Bus","BusVehicleInfo","IsElectric","boolean",NA,"是否為電動公車",NA
"Bus","BusVehicleInfo","IsHybrid","boolean",NA,"是否為油電混合公車",NA
"Bus","BusVehicleInfo","IsLowFloor","boolean",NA,"是否為低地板",NA
"Bus","BusVehicleInfo","HasLiftOrRamp","boolean",NA,"是否有活動坡道",NA
"Bus","BusVehicleInfo","HasWifi","boolean",NA,"是否有提供Wifi服務",NA
"Bus","BusVehicleInfo","InBoxID","string","String","車機代號",NA
"Bus","BusVehicleInfo","UpdateTime","string","DateTime","資料更新日期時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Bus","BusShape","RouteUID","string","String","路線唯一識別代碼，規則為 {業管機關簡碼} + {RouteID}，其中 {業管機關簡碼} 可於Authority API中的AuthorityCode欄位查詢",NA
"Bus","BusShape","RouteID","string","String","地區既用中之路線代碼(為原資料內碼)",NA
"Bus","BusShape","RouteName",NA,"NameType","路線名稱",NA
"Bus","BusShape","SubRouteUID","string","String","附屬路線唯一識別代碼，規則為 {業管機關簡碼} + {SubRouteID}，其中 {業管機關簡碼} 可於Authority API中的AuthorityCode欄位查詢",NA
"Bus","BusShape","SubRouteID","string","String","附屬路線唯一識別代碼，規則為 {業管機關簡碼} + {SubRouteID}，其中 {業管機關簡碼} 可於Authority API中的AuthorityCode欄位查詢",NA
"Bus","BusShape","SubRouteName",NA,"NameType","附屬路線名稱",NA
"Bus","BusShape","Direction","integer","Int32","去返程，若無值則表示來源尚無區分去返程 : [0:'去程',1:'返程',2:'迴圈',255:'未知']",NA
"Bus","BusShape","Geometry","string","String","well-known text，為路線軌跡資料",NA
"Bus","BusShape","EncodedPolyline","string","String","路線軌跡編碼(encoded polyline)",NA
"Bus","BusShape","UpdateTime","string","DateTime","資料更新日期時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Bus","BusShape","VersionID","integer","Int32","資料版本編號(由於該服務資料不再版控，固定帶入版號0)","int32"
"Bus","BusRouteFare","RouteID","string","String","機關定義路線代號",NA
"Bus","BusRouteFare","RouteName","string","String","路線名稱",NA
"Bus","BusRouteFare","OperatorID","string","String","營運業者代碼",NA
"Bus","BusRouteFare","OperatorNo","string","String","營運業者編號[交通部票證資料系統定義]",NA
"Bus","BusRouteFare","SubRouteID","string","String","機關定義附屬路線代碼",NA
"Bus","BusRouteFare","SubRouteName","string","String","附屬路線名稱",NA
"Bus","BusRouteFare","FarePricingType","integer","Int32","描述該路線計費方式 : [0:'段次計費',1:'起迄站間計費',2:'計費站區間計費']",NA
"Bus","BusRouteFare","IsFreeBus","integer","Int32","是否為免費公車 : [0:'否',1:'是']",NA
"Bus","BusRouteFare","IsForAllSubRoutes","integer","Int32","該收費方式是否應用到所有附屬路線 : [0:'否',1:'是']",NA
"Bus","BusRouteFare","SectionFares","array","Array","段次計費",NA
"Bus","BusRouteFare","StageFares","array","Array","計費站區間計費",NA
"Bus","BusRouteFare","ODFares","array","Array","起迄站間計費",NA
"Bus","BusRouteFare","UpdateTime","string","DateTime","本平台資料更新時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Bus","SectionFare","BufferZones","array","Array","緩衝區資訊",NA
"Bus","SectionFare","Fares","array","Array","每段收費資訊",NA
"Bus","BufferZone","ZoneID","string","String","緩衝區代號",NA
"Bus","BufferZone","SectionSequence","integer","Int32","緩衝區順序","int32"
"Bus","BufferZone","Direction","integer","Int32","方向性描述 : [0:'去程',1:'返程',2:'迴圈',255:'未知']",NA
"Bus","BufferZone","FareBufferZoneOrigin",NA,"Stop","緩衝區起點",NA
"Bus","BufferZone","FareBufferZoneDestination",NA,"Stop","緩衝區迄點",NA
"Bus","BufferZone","BufferZoneDescription","string","String","收費緩衝區描述",NA
"Bus","Stop","StopID","string","String","站牌代碼",NA
"Bus","Stop","StopName","string","String","站牌名稱",NA
"Bus","Stop","Sequence","integer",NA,"站序","int32"
"Bus","Fare","TicketType","integer","Int32","票種類型 : [1:'一般票',2:'來回票',3:'電子票證',4:'回數票',5:'定期票30天期',6:'定期票60天期',7:'早鳥票',8:'定期票90天期']",NA
"Bus","Fare","FareClass","integer","Int32","費率等級 : [1:'成人',2:'學生',3:'孩童',4:'敬老',5:'愛心',6:'愛心孩童',7:'愛心優待或愛心陪伴',8:'團體',9:'軍警',10:'由各運業者自行定義的半票']",NA
"Bus","Fare","Price","integer","Int32","計費價格(新台幣)，其中-1表示不提供售票服務","int32"
"Bus","BusStageFare","Direction","integer","Int32","方向性描述 : [0:'去程',1:'返程',2:'迴圈',255:'未知']",NA
"Bus","BusStageFare","OriginStage",NA,"Stop","起點計費站",NA
"Bus","BusStageFare","DestinationStage",NA,"Stop","迄點計費站",NA
"Bus","BusStageFare","Fares","array","Array","票價內容",NA
"Bus","BusFare","FareName","string","String","票價名稱",NA
"Bus","BusFare","TicketType","integer","Int32","票種類型 : [1:'一般票',2:'來回票',3:'電子票證',4:'回數票',5:'定期票30天期',6:'定期票60天期',7:'早鳥票',8:'定期票90天期']",NA
"Bus","BusFare","FareClass","integer","Int32","費率等級 : [1:'成人',2:'學生',3:'孩童',4:'敬老',5:'愛心',6:'愛心孩童',7:'愛心優待或愛心陪伴',8:'團體',9:'軍警',10:'由各運業者自行定義的半票']",NA
"Bus","BusFare","Price","integer","Int32","計費價格(新台幣)，其中-1表示不提供售票服務","int32"
"Bus","BusFare","DiscountPeriods","array","Array","優惠時段",NA
"Bus","BusDiscountPeriods","ServiceDay",NA,"ServiceDay","營運日型態",NA
"Bus","BusDiscountPeriods","StartTime","string","String","開始時間(HH:mm制)",NA
"Bus","BusDiscountPeriods","EndTime","string","String","結束時間(HH:mm制)",NA
"Bus","BusODFare","Direction","integer","Int32","方向性描述 : [0:'去程',1:'返程',2:'迴圈',255:'未知']",NA
"Bus","BusODFare","OriginStop",NA,"Stop","計費起點站牌資訊",NA
"Bus","BusODFare","DestinationStop",NA,"Stop","計費迄點站牌資訊",NA
"Bus","BusODFare","Fares","array","Array","票價內容",NA
"Bus","BusNews","NewsID","string","String","最新消息原單位發布代碼",NA
"Bus","BusNews","Language","string","String","語系",NA
"Bus","BusNews","Department","string","String","發布單位",NA
"Bus","BusNews","Title","string","String","消息標題",NA
"Bus","BusNews","NewsCategory","integer","Int32","消息類別 : [1:'最新消息',2:'新聞稿',3:'營運資訊',4:'轉乘資訊',5:'活動訊息',6:'系統公告',7:'通阻資訊',99:'其他']",NA
"Bus","BusNews","Description","string","String","內容描述",NA
"Bus","BusNews","ContactName","string","String","聯絡人/單位",NA
"Bus","BusNews","ContactPhone","string","String","聯絡電話",NA
"Bus","BusNews","NewsURL","string","String","報導網站連結",NA
"Bus","BusNews","AttachmentURL","string","String","相關網站連結",NA
"Bus","BusNews","PublishTime","string","DateTime","消息公告日期時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Bus","BusNews","StartTime","string",NA,"開始時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Bus","BusNews","EndTime","string",NA,"結束時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Bus","BusNews","SrcUpdateTime","string",NA,"來源端平台資料更新時間","date-time"
"Bus","BusNews","UpdateTime","string","DateTime","本平台資料更新時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Bus","BusStationGroup","StationGroupUID","string","String","組站位唯一識別代碼，規則為 {業管機關簡碼} + {StationGroupID}，其中 {業管機關簡碼} 可於Authority API中的AuthorityCode欄位查詢",NA
"Bus","BusStationGroup","StationGroupID","string","String","組站位代碼",NA
"Bus","BusStationGroup","StationGroupName",NA,"NameType","組站位名稱",NA
"Bus","BusStationGroup","StationGroupPosition",NA,"PointType","組站位位置",NA
"Bus","BusStationGroup","UpdateTime","string","DateTime","資料更新日期時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Bus","BusStationGroup","VersionID","integer","Int32","資料版本編號","int32"
"Bus","BusFirstLastTripInfo","RouteUID","string","String","路線唯一識別代碼，規則為 {業管機關簡碼} + {RouteID}，其中 {業管機關簡碼} 可於Authority API中的AuthorityCode欄位查詢",NA
"Bus","BusFirstLastTripInfo","RouteID","string","String","地區既用中之路線代碼(為原資料內碼)",NA
"Bus","BusFirstLastTripInfo","RouteName",NA,"NameType","路線名稱",NA
"Bus","BusFirstLastTripInfo","OperatorID","string","String","營運業者代碼",NA
"Bus","BusFirstLastTripInfo","OperatorNo","string","String","營運業者編號[交通部票證資料系統定義]",NA
"Bus","BusFirstLastTripInfo","SubRouteUID","string","String","附屬路線唯一識別代碼，規則為 {業管機關簡碼} + {SubRouteID}，其中 {業管機關簡碼} 可於Authority API中的AuthorityCode欄位查詢",NA
"Bus","BusFirstLastTripInfo","SubRouteID","string","String","地區既用中之附屬路線代碼(為原資料內碼)",NA
"Bus","BusFirstLastTripInfo","SubRouteName",NA,"NameType","附屬路線名稱",NA
"Bus","BusFirstLastTripInfo","Direction","integer","Int32","去返程 : [0:'去程',1:'返程',2:'迴圈',255:'未知']",NA
"Bus","BusFirstLastTripInfo","FirstLastTrips","array","Array","首末班車",NA
"Bus","BusFirstLastTripInfo","UpdateTime","string","DateTime","資料更新日期時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Bus","BusFirstLastTripInfo","VersionID","integer","Int32","資料版本編號","int32"
"Bus","FirstLastTrip","ServiceDay",NA,"ServiceDay","服務日型態",NA
"Bus","FirstLastTrip","FirstTripDepTime","string","String","頭班車發車時間(HH:mm)",NA
"Bus","FirstLastTrip","LastTripDepTime","string","String","末班車發車時間(HH:mm)",NA
"Bus","ServiceDay","DayBeforeNationalHoliday","integer","Int32","國定假日前一日營運與否 : [0:'否',1:'是']",NA
"Bus","ServiceDay","DayAfterNationalHoliday","integer","Int32","國定假日後一日營運與否 : [0:'否',1:'是']",NA
"Bus","ServiceDay","TyphoonDay","integer","Int32","颱風停止上班上課期間營運與否 : [0:'否',1:'是']",NA
"Bus","ServiceDay","ServiceTag","string","String","服務日標籤",NA
"Bus","ServiceDay","Sunday","integer","Int32","星期日是否營運 : [0:'否',1:'是']",NA
"Bus","ServiceDay","Monday","integer","Int32","星期一是否營運 : [0:'否',1:'是']",NA
"Bus","ServiceDay","Tuesday","integer","Int32","星期二是否營運 : [0:'否',1:'是']",NA
"Bus","ServiceDay","Wednesday","integer","Int32","星期三是否營運 : [0:'否',1:'是']",NA
"Bus","ServiceDay","Thursday","integer","Int32","星期四是否營運 : [0:'否',1:'是']",NA
"Bus","ServiceDay","Friday","integer","Int32","星期五是否營運 : [0:'否',1:'是']",NA
"Bus","ServiceDay","Saturday","integer","Int32","星期六是否營運 : [0:'否',1:'是']",NA
"Bus","ServiceDay","NationalHolidays","integer","Int32","國定假日營運與否 : [0:'否',1:'是']",NA
"Bus","BusAlert","AlertID","string","String","通阻事件原單位發布代碼",NA
"Bus","BusAlert","Title","string","String","通阻標題",NA
"Bus","BusAlert","Description","string","String","事件描述",NA
"Bus","BusAlert","Department","string","String","發布單位",NA
"Bus","BusAlert","Status","integer","Int32","營運狀況 : [0:'全部營運停止',1:'全部營運正常',2:'有異常狀況']",NA
"Bus","BusAlert","Cause","integer","Int32","原因 : [1:'事故(ACCIDENT)',2:'維護檢修(MAINTENANCE)',3:'技術問題(TECHNICAL_PROBLEM)',4:'施工(CONSTRUCTION)',5:'醫療緊急狀況(MEDICAL_EMERGENCY)',6:'氣候(WEATHER)',7:'示威遊行(DEMONSTRATION)',8:'政治活動/維安(POLICE_ACTIVITY)',9:'假日/節慶(HOLIDAY)',10:'罷工(STRIKE)',11:'活動(Activity)(如：國慶活動/煙火活動/跨年活動/路跑活動/新北耶誕城活動等)',254:'其他(OTHER_CAUSE)',255:'未知原因(UNKNOWN_CAUSE)']",NA
"Bus","BusAlert","Effect","integer","Int32","影響 : [1:'車輛改道/站牌不停靠(DETOUR)',2:'服務(班次)增加(ADDITIONAL_SERVICE)',3:'服務(班次)減少(REDUCED_SERVICE)',4:'服務(班次)取消(NO_SERVICE)',5:'服務(班次)改變(MODIFIED_SERVICE)',6:'站點異動(STOP_MOVED)',7:'重大延遲(SIGNIFICANT_DELAYS)',254:'其他影響(OTHER_EFFECT)',255:'未知影響(UNKNOWN_EFFECT)']",NA
"Bus","BusAlert","Scope",NA,"Scope","通阻影響範圍",NA
"Bus","BusAlert","AlertURL","string","String","詳細描述網站連結",NA
"Bus","BusAlert","PublishTime","string",NA,"消息公告日期時間","date-time"
"Bus","BusAlert","StartTime","string",NA,"開始日期時間","date-time"
"Bus","BusAlert","EndTime","string",NA,"結束日期時間","date-time"
"Bus","BusAlert","SrcUpdateTime","string","DateTime","[來源端平臺]此筆資料最後更新時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Bus","BusAlert","UpdateTime","string","DateTime","本平台資料更新時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Bus","Scope","Operators","array","Array","營運業者資料",NA
"Bus","Scope","Stops","array","Array","站牌資料",NA
"Bus","Scope","Stations","array","Array","站位資料",NA
"Bus","Scope","Routes","array","Array","路線資料",NA
"Bus","Scope","SubRoutes","array","Array","附屬路線資料",NA
"Bus","Scope","Trips","array","Array","班次資料",NA
"Bus","Operator","OperatorID","string","String","營運業者代碼 ,",NA
"Bus","Operator","OperatorName",NA,"NameType","營運業者名稱",NA
"Bus","Stop","StopID","string","String","地區既用中之站牌代碼(為原資料內碼)",NA
"Bus","Stop","StopName",NA,"NameType","站牌名稱",NA
"Bus","Stop","StationID","string","String","站位代碼",NA
"Bus","Station","StationID","string","String","站位代碼",NA
"Bus","Station","StationName",NA,"NameType","站位名稱",NA
"Bus","Route","RouteID","string","String","地區既用中之班次代碼(為原資料內碼)",NA
"Bus","Route","RouteName",NA,"NameType","路線名稱",NA
"Bus","Route","Direction","integer","Int32","影響方向 : [0:'去程',1:'返程',2:'迴圈',255:'未知']",NA
"Bus","SubRoute","SubRouteID","string","String","地區既用中之附屬班次代碼(為原資料內碼)",NA
"Bus","SubRoute","SubRouteName",NA,"NameType","附屬路線名稱",NA
"Bus","SubRoute","Direction","integer","Int32","影響方向 : [0:'去程',1:'返程',2:'迴圈',255:'未知']",NA
"Bus","Trip","TripID","string","String","地區既用中之班次代碼(為原資料內碼)",NA
"Bus","Trip","RouteID","string","String","地區既用中之班次代碼(為原資料內碼)",NA
"Bus","Trip","SubRouteID","string","String","地區既用中之附屬班次代碼(為原資料內碼)",NA
"Bus","Trip","Direction","integer","Int32","影響方向 : [0:'去程',1:'返程',2:'迴圈',255:'未知']",NA
"Bus","Trip","TripDepTime","string","String","首站發車時間(HH:mm)",NA
"Bus","BusRouteNetwork","RouteUID","string","String","路線唯一識別代碼，規則為 {業管機關簡碼} + {RouteID}，其中 {業管機關簡碼} 可於Authority API中的AuthorityCode欄位查詢",NA
"Bus","BusRouteNetwork","RouteID","string","String","地區既用中之路線代碼(為原資料內碼)",NA
